location,size,total_sqft,bath,price,Place
Vijayanagar,1 BHK,492,1.0,40.0,Bengaluru
Banashankari,2 BHK,600,1.0,27.0,Bengaluru
Kalena Agrahara,3 BHK,1902,3.0,89.0,Bengaluru
Kothnur Narayanapura,6 Bedroom,1200,6.0,125.0,Bengaluru
Govindpura,3 BHK,1639,3.0,77.89,Bengaluru
Kasavanhalli,2 BHK,1214,2.0,67.0,Bengaluru
Kadabagere,2 BHK,565,2.0,15.0,Bengaluru
Basaveshwara Nagar,5 Bedroom,2520,4.0,378.0,Bengaluru
Harlur,2 BHK,1386,2.0,85.0,Bengaluru
Bannerghatta Road,3 BHK,1535,3.0,60.0,Bengaluru
Marathahalli,3 BHK,1720,3.0,175.0,Bengaluru
7th Phase JP Nagar,3 BHK,1370,2.0,54.79,Bengaluru
Bannerghatta Road,3 BHK,1655,3.0,90.0,Bengaluru
Vidyaranyapura,2 BHK,1200,2.0,52.0,Bengaluru
Horamavu Banaswadi,3 BHK,1610,3.0,68.0,Bengaluru
Ramamurthy Nagar,4 Bedroom,2200,4.0,130.0,Bengaluru
TC Palaya,3 Bedroom,1200,2.0,66.0,Bengaluru
Mahalakshmi Layout,2 BHK,1105,2.0,80.0,Bengaluru
Banjara Layout,2 Bedroom,753,3.0,59.5,Bengaluru
Whitefield,3 BHK,1655,3.0,108.0,Bengaluru
KR Garden,3 Bedroom,1700,3.0,250.0,Bengaluru
Vishwapriya Layout,2 BHK,770,2.0,30.0,Bengaluru
Balagere,2 BHK,1210,2.0,69.0,Bengaluru
Hormavu,2 BHK,965,2.0,37.15,Bengaluru
Kanakpura Road,2 BHK,700,1.0,41.0,Bengaluru
Whitefield,3 BHK,1740,3.0,95.0,Bengaluru
Electronic City Phase II,3 BHK,1310,2.0,37.84,Bengaluru
Sarjapur  Road,3 BHK,1763.25,3.0,98.0,Bengaluru
Basaveshwara Nagar,3 BHK,1900,3.0,150.0,Bengaluru
Kammanahalli,6 Bedroom,1000,6.0,150.0,Bengaluru
JP Nagar,3 BHK,1450,2.0,55.0,Bengaluru
CV Raman Nagar,3 BHK,1836,3.0,148.0,Bengaluru
Hoodi Layout,2 BHK,1160,2.0,75.0,Bengaluru
Hennur Road,2 BHK,1153,2.0,43.0,Bengaluru
Marathahalli,2 BHK,1285,2.0,55.0,Bengaluru
Rest House Road,3 BHK,2500,3.0,400.0,Bengaluru
Haralur Road,2 BHK,1194,2.0,47.0,Bengaluru
Kadubeesanahalli,2 BHK,1257,2.0,105.0,Bengaluru
Whitefield,3 Bedroom,1200,3.0,56.72,Bengaluru
Hormavu,1 BHK,527 - 639,1.0,28.275,Bengaluru
Tumkur Road,3 BHK,1240,2.0,79.0,Bengaluru
Basapura,3 BHK,1294,2.0,52.0,Bengaluru
Nagondanahalli,2 BHK,1095,2.0,45.0,Bengaluru
HSR Layout,2 BHK,1145,2.0,46.0,Bengaluru
Sarjapur  Road,3 BHK,1826,3.0,130.0,Bengaluru
Electronics City Phase 1,2 BHK,1314,2.0,60.0,Bengaluru
Koramangala,3 BHK,1900,2.0,120.0,Bengaluru
KEB Colony,2 BHK,1040,2.0,36.84,Bengaluru
Jakkur,2 BHK,1290,2.0,85.0,Bengaluru
Kodigehaali,4 Bedroom,1200,4.0,130.0,Bengaluru
Gollahalli,3 BHK,1325,2.0,47.0,Bengaluru
Hebbal,3 BHK,2600,3.0,195.0,Bengaluru
Hormavu,2 BHK,1129,2.0,44.0,Bengaluru
Balagere,1 BHK,645 - 936,1.0,42.295,Bengaluru
Hebbal,2 BHK,1075,2.0,52.0,Bengaluru
Green View Layout,2 BHK,1108,2.0,48.0,Bengaluru
Ananth Nagar,2 BHK,810,2.0,25.5,Bengaluru
Gopalkrishna Nagar,2 BHK,1155,2.0,65.0,Bengaluru
Rajaji Nagar,6 BHK,3900,6.0,260.0,Bengaluru
Rajaji Nagar,3 BHK,2367,3.0,375.0,Bengaluru
Sarjapur  Road,3 BHK,1550,2.0,98.0,Bengaluru
Babusapalaya,2 BHK,1100,2.0,38.0,Bengaluru
Kanakpura Road,3 BHK,1452,3.0,54.2,Bengaluru
Kothanur,2 BHK,1141,2.0,54.0,Bengaluru
HOSUR RMAIN ROAD,3 BHK,1464,3.0,56.0,Bengaluru
Hanumanth Nagar,3 BHK,1500,3.0,67.49,Bengaluru
Anekal,1 BHK,456,1.0,15.0,Bengaluru
Ramamurthy Nagar,4 Bedroom,1200,4.0,125.0,Bengaluru
Thigalarapalya,4 BHK,3122,6.0,245.0,Bengaluru
Horamavu Agara,2 BHK,760,2.0,37.49,Bengaluru
Koramangala,6 Bedroom,2400,6.0,480.0,Bengaluru
Electronic City,2 BHK,800,2.0,32.0,Bengaluru
Choodasandra,2 BHK,1180,2.0,71.22,Bengaluru
Kaggadasapura,2 BHK,775,2.0,29.5,Bengaluru
Sarjapur  Road,2 BHK,1145,2.0,49.5,Bengaluru
Konappana Agrahara,2 BHK,1060,2.0,42.5,Bengaluru
Cooke Town,4 BHK,3900,5.0,415.0,Bengaluru
Yelahanka New Town,3 BHK,1420,2.0,75.0,Bengaluru
Bhoganhalli,4 BHK,2439,4.0,190.0,Bengaluru
1st Phase JP Nagar,4 Bedroom,1200,4.0,300.0,Bengaluru
Hoodi,2 BHK,1111,2.0,49.43,Bengaluru
Jeevan bima nagar,2 Bedroom,984,2.0,125.0,Bengaluru
Begur Road,2 BHK,1200,2.0,42.0,Bengaluru
Bannerghatta Road,2 BHK,1247,2.0,47.39,Bengaluru
7th Phase JP Nagar,2 BHK,1050,2.0,77.47,Bengaluru
Devanahalli,3 BHK,1550,3.0,85.0,Bengaluru
7th Phase JP Nagar,2 BHK,1270,2.0,80.0,Bengaluru
Balagere,2 BHK,1012,2.0,65.0,Bengaluru
Electronic City,2 BHK,970,2.0,34.0,Bengaluru
Thanisandra,2 BHK,933,2.0,55.0,Bengaluru
Sarjapur,3 Bedroom,1200,3.0,76.13,Bengaluru
Dodda Nekkundi Extension,2 BHK,1148,2.0,69.0,Bengaluru
7th Phase JP Nagar,3 BHK,1463,2.0,61.45,Bengaluru
Jakkur Plantation,3 BHK,1719,3.0,110.0,Bengaluru
Whitefield,2 BHK,1350,2.0,88.0,Bengaluru
Kaggadasapura,3 BHK,1250,2.0,47.0,Bengaluru
1st Block Jayanagar,8 Bedroom,1700,3.0,50.0,Bengaluru
Mahalakshmi Layout,9 Bedroom,4320,7.0,821.0,Bengaluru
Lakshminarayana Pura,2 BHK,1200,2.0,75.0,Bengaluru
Whitefield,2 BHK,1030,2.0,44.0,Bengaluru
Rajasree Layout,3 BHK,1420,3.0,70.0,Bengaluru
Ramagondanahalli,5 Bedroom,9600,6.0,1800.0,Bengaluru
Kanakpura Road,3 BHK,1703,3.0,126.0,Bengaluru
Old Madras Road,2 BHK,1210,2.0,80.0,Bengaluru
Horamavu Banaswadi,2 BHK,1210,2.0,50.0,Bengaluru
Veer Sandra,4 Bedroom,3000,4.0,264.0,Bengaluru
Chikkadunnasandra,3 BHK,1398,3.0,51.0,Bengaluru
Nagavarapalya,2 BHK,1335,2.0,110.0,Bengaluru
Hennur,2 BHK,1255,2.0,52.32,Bengaluru
Mysore Road,4 Bedroom,540,4.0,85.0,Bengaluru
Babusapalaya,3 BHK,1213,2.0,36.37,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1240,2.0,42.04,Bengaluru
Yelahanka,2 BHK,1076,2.0,78.0,Bengaluru
3rd Block Hrbr Layout,2 BHK,1320,2.0,90.0,Bengaluru
Whitefield,2 BHK,1216,2.0,80.0,Bengaluru
Thanisandra,2 BHK,1100,2.0,42.0,Bengaluru
Thanisandra,2 BHK,1183,2.0,77.3,Bengaluru
Balagere,1 BHK,656,1.0,38.77,Bengaluru
Sarjapur  Road,1 BHK,534,1.0,19.65,Bengaluru
Shikaripalya,3 BHK,1285,2.0,45.0,Bengaluru
Hegde Nagar,3 BHK,2087.01,4.0,135.0,Bengaluru
"Off Sarjapur Road, ",2 BHK,1161,2.0,59.0,Bengaluru
Begur,2 BHK,1306,2.0,65.0,Bengaluru
Jakkur,4 BHK,2249.81,4.0,245.0,Bengaluru
Tata Nagar,3 BHK,1504,3.0,67.0,Bengaluru
Balagere,1 BHK,645,1.0,39.0,Bengaluru
Esther Enclave Layout,2 Bedroom,1230,2.0,68.0,Bengaluru
Hebbal,2 BHK,1100,2.0,42.0,Bengaluru
Yelahanka,1 BHK,1000,1.0,14.0,Bengaluru
Sadaramangala,2 BHK,1260,2.0,62.0,Bengaluru
Ambalipura,3 BHK,1817,3.0,102.0,Bengaluru
Kodihalli,4 BHK,3626,5.0,785.0,Bengaluru
Basavangudi,2 BHK,1180,2.0,124.0,Bengaluru
KR Puram,2 BHK,1050,2.0,55.0,Bengaluru
Whitefield,4 Bedroom,2900,4.0,225.0,Bengaluru
Kasavanhalli,3 Bedroom,2110,4.0,120.0,Bengaluru
Mysore Road,1 BHK,500,1.0,17.5,Bengaluru
Murugeshpalya,3 BHK,1930,3.0,75.0,Bengaluru
Harappanahalli,4 Bedroom,4560,5.0,430.0,Bengaluru
Mahadevpura,3 BHK,1505,3.0,64.0,Bengaluru
Jayamahal,4 Bedroom,2400,3.0,750.0,Bengaluru
Ananth Nagar,2 BHK,890,2.0,27.0,Bengaluru
Anekal,2 Bedroom,1200,1.0,36.0,Bengaluru
Gunjur Palya,2 BHK,849,2.0,25.4,Bengaluru
Chikka Tirupathi,3 Bedroom,1555,3.0,100.0,Bengaluru
8th block Koramangala,3 Bedroom,600,2.0,85.0,Bengaluru
KR Puram,2 BHK,1057,2.0,30.0,Bengaluru
7th Phase JP Nagar,3 BHK,1680,3.0,122.0,Bengaluru
Samethanahalli,2 BHK,799,2.0,35.0,Bengaluru
Sarjapur  Road,3 BHK,1450,2.0,75.0,Bengaluru
Sarjapur  Road,3 BHK,1819,3.0,100.0,Bengaluru
Kanakpura Road,2 BHK,1135,2.0,56.74,Bengaluru
HSR Layout,3 BHK,2020,3.0,160.0,Bengaluru
Vinayaka Layout,5 BHK,2700,4.0,170.0,Bengaluru
Hosa Road,3 BHK,1730,3.0,72.6,Bengaluru
Dasarahalli,3 BHK,1950,3.0,125.0,Bengaluru
Thirumalashettyhally,2 BHK,1077,2.0,34.46,Bengaluru
Brookefield,3 BHK,1706,3.0,115.0,Bengaluru
New Gurappana Palya,5 BHK,3000,4.0,300.0,Bengaluru
Channasandra,2 BHK,1093,2.0,37.0,Bengaluru
Ambalipura,4 BHK,2750,4.0,142.0,Bengaluru
Whitefield,2 BHK,1340,2.0,101.0,Bengaluru
Sarjapur  Road,2 BHK,984,2.0,59.0,Bengaluru
AECS Layout,2 BHK,1135,2.0,68.0,Bengaluru
Bannerghatta Road,4 Bedroom,2400,4.0,344.0,Bengaluru
Varthur,2 BHK,1155,2.0,39.0,Bengaluru
Kaggalipura,1 BHK,700,1.0,35.0,Bengaluru
Horamavu Agara,2 BHK,1150,2.0,42.0,Bengaluru
Hormavu,3 BHK,1385,2.0,69.25,Bengaluru
Akshaya Nagar,3 BHK,2061,4.0,175.0,Bengaluru
Kathriguppe,3 BHK,1335,2.0,73.43,Bengaluru
Bellandur,2 BHK,1015,2.0,60.0,Bengaluru
Banashankari Stage III,6 Bedroom,3000,6.0,150.0,Bengaluru
Electronic City,2 BHK,1108,2.0,63.0,Bengaluru
Frazer Town,2 BHK,1180,2.0,105.0,Bengaluru
Hennur Road,3 BHK,1445,2.0,83.0,Bengaluru
Vasanthapura,2 BHK,1500,2.0,65.0,Bengaluru
Ramamurthy Nagar,1 Bedroom,1Grounds,1.0,48.0,Bengaluru
KR Puram,2 BHK,1085,2.0,46.5,Bengaluru
Rachenahalli,2 BHK,1050,2.0,52.08,Bengaluru
Kadugodi,4 Bedroom,2760,4.0,290.0,Bengaluru
Sarjapura - Attibele Road,3 BHK,1330,2.0,49.0,Bengaluru
Ramagondanahalli,2 Bedroom,845,2.0,45.82,Bengaluru
Kadugodi,3 BHK,1762,3.0,112.0,Bengaluru
Ambalipura,2 BHK,1303,2.0,80.0,Bengaluru
Banagiri Nagar,3 BHK,1560,2.0,125.0,Bengaluru
Chandapura,3 BHK,1110,2.0,29.97,Bengaluru
Doddabanahalli,3 BHK,1290,3.0,45.33,Bengaluru
Bannerghatta Road,2 BHK,1160 - 1315,2.0,49.49,Bengaluru
9th Phase JP Nagar,3 BHK,1780,3.0,88.0,Bengaluru
Budigere,3 BHK,1636,3.0,83.0,Bengaluru
Hennur,4 Bedroom,2557,,170.0,Bengaluru
Sector 2 HSR Layout,2 BHK,1332,2.0,101.0,Bengaluru
Sadashiva Nagar,5 BHK,7500,5.0,1500.0,Bengaluru
Kodbisanhalli,2 BHK,1012,2.0,59.0,Bengaluru
Kengeri,2 BHK,1192,2.0,53.5,Bengaluru
Abbigere,2 BHK,795,2.0,32.54,Bengaluru
Uttarahalli,2 BHK,1213,2.0,48.0,Bengaluru
Sarjapur  Road,3 BHK,1489,3.0,88.0,Bengaluru
Sarjapur,2 BHK,1200,2.0,62.0,Bengaluru
Electronic City Phase II,2 BHK,1140,2.0,28.5,Bengaluru
Devanahalli,3 BHK,1200,2.0,55.08,Bengaluru
Ananth Nagar,2 BHK,1200,2.0,36.0,Bengaluru
Vidyaranyapura,5 Bedroom,2640,6.0,225.0,Bengaluru
Bannerghatta Road,3 BHK,1650,3.0,94.0,Bengaluru
Bharathnagar,2 Bedroom,1245,2.0,120.0,Bengaluru
Ardendale,2 BHK,1224,2.0,67.0,Bengaluru
Gunjur,2 BHK,1235,2.0,52.76,Bengaluru
Yelenahalli,2 BHK,1200,2.0,45.6,Bengaluru
Yelahanka,3 BHK,1342,2.0,75.0,Bengaluru
9th Phase JP Nagar,3 Bedroom,600,3.0,79.0,Bengaluru
TC Palaya,2 BHK,1800,2.0,80.0,Bengaluru
HAL 2nd Stage,4 Bedroom,2280,4.0,615.0,Bengaluru
Rajaji Nagar,4 Bedroom,2440,2.0,415.0,Bengaluru
Abbigere,2 BHK,1130,2.0,46.33,Bengaluru
Somasundara Palya,2 BHK,1186,2.0,72.0,Bengaluru
Hennur,2 BHK,1295,2.0,64.0,Bengaluru
Kudlu Gate,3 BHK,1535,3.0,85.0,Bengaluru
Bannerghatta Road,2 BHK,905,2.0,65.0,Bengaluru
Bhoganhalli,2 BHK,1447,2.0,75.97,Bengaluru
Hormavu,2 BHK,1165,2.0,40.0,Bengaluru
Kanakpura Road,2 BHK,1328,2.0,107.0,Bengaluru
Gandhi Bazar,3 BHK,1485,2.0,110.0,Bengaluru
Uttarahalli,3 BHK,1475,2.0,59.0,Bengaluru
Vidyaranyapura,2 BHK,1175,2.0,35.0,Bengaluru
Thigalarapalya,2 BHK,1245,2.0,100.0,Bengaluru
Vishwanatha Nagenahalli,4 Bedroom,720,4.0,95.0,Bengaluru
Rachenahalli,2 BHK,985,2.0,49.97,Bengaluru
Koramangala,5 Bedroom,4000,5.0,800.0,Bengaluru
Hoskote,3 BHK,1395,2.0,63.0,Bengaluru
Hoodi,1 BHK,706 - 716,1.0,42.65,Bengaluru
Electronic City,1 BHK,630,1.0,40.5,Bengaluru
MS Pallya,4 BHK,2400,4.0,88.0,Bengaluru
Gottigere,2 BHK,1170,2.0,40.0,Bengaluru
Marathahalli,4 BHK,2500,5.0,181.0,Bengaluru
Gubbalala,2 BHK,1100,2.0,49.5,Bengaluru
Hulimavu,4 BHK,3560,5.0,318.0,Bengaluru
Margondanahalli,2 Bedroom,900,2.0,55.0,Bengaluru
Bommasandra Industrial Area,2 BHK,1160,2.0,33.51,Bengaluru
Varthur,2 BHK,1180,2.0,55.0,Bengaluru
Tumkur Road,3 BHK,1441,2.0,95.0,Bengaluru
Channasandra Layout,2 BHK,1115,2.0,50.0,Bengaluru
Yeshwanthpur,3 BHK,1825,3.0,145.0,Bengaluru
Challaghatta,2 BHK,1489,2.0,101.0,Bengaluru
Defence Colony,4 BHK,2800,4.0,365.0,Bengaluru
Subramanyapura,3 BHK,1278,3.0,62.71,Bengaluru
Subramanyapura,3 BHK,1223,2.0,42.81,Bengaluru
Hormavu,2 BHK,1065,2.0,50.92,Bengaluru
Whitefield,2 BHK,1190,2.0,64.0,Bengaluru
Koramangala,2 BHK,1130,2.0,63.0,Bengaluru
Banashankari,2 BHK,1430,2.0,87.8,Bengaluru
HRBR Layout,4 BHK,1900,3.0,90.0,Bengaluru
Sarjapur  Road,2 BHK,1104,2.0,34.22,Bengaluru
Begur Road,2 BHK,1240,2.0,45.88,Bengaluru
Choodasandra,2 BHK,1140,2.0,62.0,Bengaluru
Haralur Road,2 BHK,1194,2.0,47.0,Bengaluru
KUDLU MAIN ROAD,3 BHK,1464,3.0,56.0,Bengaluru
Sarjapur,4 BHK,3508,6.0,425.0,Bengaluru
KR Puram,3 BHK,1700,3.0,105.0,Bengaluru
Old Airport Road,4 BHK,2658,5.0,189.0,Bengaluru
Canara Bank Colony,3 BHK,1600,2.0,90.0,Bengaluru
OMBR Layout,4 BHK,3400,4.0,275.0,Bengaluru
Reliaable Tranquil Layout,3 BHK,1508,3.0,75.0,Bengaluru
Balagere,1 BHK,645,1.0,41.0,Bengaluru
Hormavu,2 BHK,1046,2.0,60.0,Bengaluru
Munnekollal,10 Bedroom,1200,8.0,230.0,Bengaluru
5th Block Jayanagar,1 Bedroom,1500,1.0,300.0,Bengaluru
Mahalakshmi Puram,6 Bedroom,3000,6.0,300.0,Bengaluru
Hosa Road,2 BHK,1079,2.0,32.37,Bengaluru
Thubarahalli,2 BHK,975,2.0,50.0,Bengaluru
ISRO Layout,2 BHK,1050,2.0,51.0,Bengaluru
HSR Layout,9 Bedroom,1200,9.0,350.0,Bengaluru
"Jayanagar, ",3 BHK,1903,3.0,165.0,Bengaluru
Bommenahalli,3 Bedroom,2940Sq. Yards,3.0,232.0,Bengaluru
Asthagrama Layout,2 BHK,1200,2.0,38.0,Bengaluru
Avalahalli,4 BHK,2996,4.0,200.0,Bengaluru
Manayata Tech Park,4 BHK,3400,4.0,200.0,Bengaluru
Whitefield,4 Bedroom,2000,4.0,312.0,Bengaluru
Jigani,4 Bedroom,1453,4.0,160.0,Bengaluru
Parappana Agrahara,2 BHK,1092,2.0,43.0,Bengaluru
Hormavu,2 BHK,1400,2.0,75.0,Bengaluru
Bommanahalli,3 BHK,1416,2.0,85.0,Bengaluru
ITI Layout,3 BHK,1602,2.0,75.0,Bengaluru
Electronic City,2 BHK,1100,2.0,41.0,Bengaluru
Kothanur,3 BHK,1760,3.0,110.0,Bengaluru
Marathahalli,4 BHK,3800,4.0,235.0,Bengaluru
Vasanthapura,2 BHK,1037,2.0,36.28,Bengaluru
Yeshwanthpur,3 BHK,1384,2.0,76.18,Bengaluru
Vajarahalli,1 BHK,551,1.0,30.0,Bengaluru
Indira Nagar,4 Bedroom,2400,5.0,1250.0,Bengaluru
7th Phase JP Nagar,1 Bedroom,500,1.0,70.0,Bengaluru
Sarjapur,2 BHK,900,2.0,27.98,Bengaluru
Anandapura,3 Bedroom,1415,2.0,74.0,Bengaluru
Rajarajesheari nagar,2 BHK,1400,2.0,44.8,Bengaluru
Devara Jeevanahalli,7 Bedroom,1300,4.0,52.0,Bengaluru
Millers Road,3 BHK,2850,4.0,460.0,Bengaluru
Kudlu,2 BHK,1030,2.0,75.0,Bengaluru
Kambipura,2 BHK,883,2.0,39.0,Bengaluru
Celebrity Paradise Layout,1 BHK,550,1.0,16.0,Bengaluru
Anjanapura,4 BHK,1800,4.0,55.0,Bengaluru
Yemlur,5 Bedroom,10000,5.0,1950.0,Bengaluru
Old Madras Road,2 BHK,1210,2.0,77.0,Bengaluru
Vishveshwarya Layout,4 Bedroom,2000,3.0,90.0,Bengaluru
Kanakpura Road,3 BHK,1100,3.0,58.0,Bengaluru
Lavakusha Nagar,3 BHK,1780,3.0,100.0,Bengaluru
2nd Block Hbr Layout,5 Bedroom,950,5.0,55.0,Bengaluru
Panathur,2 BHK,1050,2.0,60.0,Bengaluru
Hosur Road,3 BHK,1370,3.0,38.36,Bengaluru
Marathahalli,4 BHK,3951,4.0,230.0,Bengaluru
Bellandur,3 BHK,2500,4.0,112.0,Bengaluru
Sri Venkateshpura Layout,2 BHK,1050,2.0,49.5,Bengaluru
Anjanapura,3 BHK,1843,3.0,87.54,Bengaluru
3rd Block Banashankari,4 Bedroom,1200,4.0,175.0,Bengaluru
Somasundara Palya,2 BHK,1186,2.0,76.0,Bengaluru
Haralur Road,1 BHK,560,1.0,45.0,Bengaluru
Narayanapura,3 BHK,2357,3.0,135.0,Bengaluru
Mahalakshmi Layout,4 Bedroom,1200,3.0,160.0,Bengaluru
Yelahanka,3 BHK,1823,3.0,103.0,Bengaluru
Rajasree Layout,3 BHK,1310,3.0,90.0,Bengaluru
Varthur,3 BHK,1520,2.0,60.0,Bengaluru
Bhoganhalli,3 BHK,1610,3.0,74.03,Bengaluru
Whitefield,3 Bedroom,1500,3.0,78.57,Bengaluru
LB Shastri Nagar,3 BHK,1400,2.0,80.0,Bengaluru
HRBR Layout,3 BHK,1625,3.0,120.0,Bengaluru
Chikkalasandra,5 Bedroom,1500,5.0,265.0,Bengaluru
Hessarghatta,2 BHK,900,2.0,24.0,Bengaluru
Talaghattapura,2 BHK,1100,2.0,32.0,Bengaluru
Bannerghatta Road,2 BHK,1000,2.0,50.0,Bengaluru
Old Airport Road,4 BHK,2774,4.0,197.0,Bengaluru
Yeshwanthpur,1 BHK,994,2.0,54.67,Bengaluru
Kaggadasapura,3 BHK,1455,3.0,75.0,Bengaluru
Chandapura,5 Bedroom,1200,3.0,79.0,Bengaluru
Lakshminarayana Pura,2 BHK,1172,2.0,75.0,Bengaluru
Hennur,3 BHK,1935,3.0,102.0,Bengaluru
Rachenahalli,3 BHK,1856,3.0,106.0,Bengaluru
Old Airport Road,3 BHK,2392,3.0,249.0,Bengaluru
Uttarahalli,2 BHK,900,2.0,35.0,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1757,3.0,98.0,Bengaluru
Kudlu,2 BHK,1027,2.0,44.0,Bengaluru
Whitefield,3 BHK,1626,3.0,85.0,Bengaluru
Dr Shivarama Karantha Nagar,2 BHK,1200,2.0,54.0,Bengaluru
Hoodi,3 BHK,1559,3.0,81.55,Bengaluru
Amruthahalli,2 BHK,1190,2.0,50.0,Bengaluru
KR Puram,2 BHK,1200,2.0,72.0,Bengaluru
Harlur,2 BHK,1174,2.0,74.0,Bengaluru
Kanakpura Road,2 BHK,1140,2.0,65.0,Bengaluru
Vibuthipura,3 BHK,1603,2.0,125.0,Bengaluru
Subramanyapura,3 BHK,1278,3.0,70.0,Bengaluru
Krishna Reddy Layout,3 BHK,2180,3.0,285.0,Bengaluru
Banashankari Stage III,2 BHK,1085,2.0,50.0,Bengaluru
Whitefield,2 BHK,1195,2.0,61.36,Bengaluru
Kamakshipalya,1 Bedroom,450,1.0,30.0,Bengaluru
Rajaji Nagar,4 BHK,6500,5.0,1400.0,Bengaluru
Attibele,1 BHK,550,1.0,11.5,Bengaluru
Kenchenahalli,2 BHK,1165,2.0,45.0,Bengaluru
1st Stage Indira Nagar,4 BHK,3000,4.0,301.0,Bengaluru
Kanakpura Road,3 BHK,1452,3.0,60.0,Bengaluru
Sarjapur  Road,1 BHK,702,1.0,52.0,Bengaluru
Banashankari,2 BHK,1020,2.0,42.83,Bengaluru
Devanahalli,2 BHK,1340,2.0,65.0,Bengaluru
Marathahalli,2 BHK,1125,2.0,54.8,Bengaluru
JCR Layout,2 BHK,1160,2.0,40.53,Bengaluru
Vidyaranyapura,2 BHK,1050,2.0,50.0,Bengaluru
JP Nagar,3 BHK,1960,3.0,138.0,Bengaluru
Ganga Nagar,2 BHK,1200,3.0,52.0,Bengaluru
Judicial Layout,3 Bedroom,1200,4.0,220.0,Bengaluru
Old Airport Road,4 BHK,3496,4.0,262.0,Bengaluru
Electronic City,2 BHK,975,2.0,32.0,Bengaluru
Kudlu,3 BHK,1700,3.0,125.0,Bengaluru
8th Phase JP Nagar,4 Bedroom,1800,4.0,230.0,Bengaluru
Madavara,4 Bedroom,612,3.0,47.0,Bengaluru
Brooke Bond First Cross,2 BHK,1275,2.0,69.0,Bengaluru
Yeshwanthpur,1 BHK,650,1.0,40.0,Bengaluru
Kasavanhalli,2 BHK,1495,2.0,110.0,Bengaluru
Hebbal,2 BHK,1200,2.0,48.0,Bengaluru
Sarjapura - Attibele Road,5 Bedroom,3750,6.0,295.0,Bengaluru
Hennur Road,3 BHK,1679,3.0,94.86,Bengaluru
Kaval Byrasandra,3 BHK,1450,3.0,75.0,Bengaluru
Balagere,2 BHK,1210,2.0,82.0,Bengaluru
Dwaraka Nagar,3 BHK,1300,2.0,51.0,Bengaluru
Judicial Layout,2 BHK,1165,2.0,49.61,Bengaluru
Keshava Nagar,3 BHK,1623,3.0,155.0,Bengaluru
Channasandra,2 BHK,1115,2.0,35.8,Bengaluru
BTM Layout,1 BHK,450,1.0,20.0,Bengaluru
Electronics City Phase 1,2 BHK,1170,2.0,62.0,Bengaluru
KR Puram,4 Bedroom,2065,4.0,248.0,Bengaluru
Marathahalli,3 BHK,1700,3.0,126.0,Bengaluru
Uttarahalli,6 Bedroom,1080,5.0,160.0,Bengaluru
Malleshpalya,2 BHK,1245,2.0,55.0,Bengaluru
Kanakapura,2 BHK,1017,2.0,66.0,Bengaluru
7th Phase JP Nagar,6 Bedroom,650,6.0,80.0,Bengaluru
Sarjapur  Road,2 BHK,1242,2.0,75.0,Bengaluru
Yelahanka,3 BHK,1792,3.0,104.0,Bengaluru
Garebhavipalya,3 BHK,1275,3.0,55.0,Bengaluru
8th Phase JP Nagar,6 Bedroom,1200,6.0,260.0,Bengaluru
7th Block Jayanagar,3 Bedroom,2400,3.0,408.0,Bengaluru
Electronic City,1 BHK,605,1.0,22.0,Bengaluru
HBR Layout,4 Bedroom,1200,4.0,115.0,Bengaluru
Electronics City Phase 1,3 BHK,1450,3.0,79.0,Bengaluru
Bommenahalli,3 Bedroom,1232,3.0,96.0,Bengaluru
Laggere,5 Bedroom,1800,5.0,70.0,Bengaluru
Sidedahalli,1 Bedroom,900,1.0,52.3,Bengaluru
Kaggadasapura,2 BHK,1200,2.0,40.0,Bengaluru
Kadugodi,4 BHK,2100,3.0,204.0,Bengaluru
Uttarahalli,2 BHK,1065,2.0,42.6,Bengaluru
AGS Layout,2 BHK,1075,2.0,48.38,Bengaluru
Anand Nagar,6 Bedroom,1508,5.0,240.0,Bengaluru
Lake City,2 BHK,780,2.0,31.0,Bengaluru
7th Phase JP Nagar,2 BHK,1070,2.0,42.79,Bengaluru
Haralur Road,3 BHK,1464,3.0,56.0,Bengaluru
Ramagondanahalli,3 BHK,1910,3.0,150.0,Bengaluru
Cox Town,2 BHK,1280,2.0,120.0,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1530,3.0,64.0,Bengaluru
Bhoganhalli,4 BHK,2439,5.0,170.0,Bengaluru
Varsova Layout,2 BHK,1088,2.0,43.5,Bengaluru
Harlur,2 BHK,1174,2.0,78.0,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1587,3.0,73.8,Bengaluru
Kaggadasapura,2 BHK,1045,2.0,55.0,Bengaluru
Yelahanka,2 BHK,1304,2.0,69.97,Bengaluru
Whitefield,2 BHK,1100,2.0,65.0,Bengaluru
Hennur Road,3 BHK,1482,2.0,68.9,Bengaluru
Devanahalli,3 Bedroom,2125,3.0,107.0,Bengaluru
Varthur,5 BHK,1000,4.0,65.0,Bengaluru
Parappana Agrahara,2 BHK,1194,2.0,45.0,Bengaluru
Kengeri,2 BHK,1200,2.0,42.0,Bengaluru
Volagerekallahalli,2 BHK,1070,2.0,32.99,Bengaluru
Whitefield,2 BHK,1100,2.0,46.5,Bengaluru
Whitefield,3 BHK,1270,2.0,65.0,Bengaluru
